date, pm25, pm10, o3, no2, so2, co
2016/12/3, 82, 55, 18, 64, 17, 8
2016/12/4, 104, 58, 26, 62, 19, 9
2016/12/5, 126, 86, 43, 62, 23, 10
2016/12/6, 154, 55, 41, 42, 12, 6
2016/12/7, 97, 59, 23, 59, 16, 8
2016/12/8, 115, 74, 31, 62, 20, 8
2016/12/9, 151, 69, 46, 48, 21, 8
2016/12/10, 138, 44, 27, 45, 12, 6
2016/12/11, 84, 42, 27, 50, 11, 7
2016/12/12, 90, 62, 24, 70, 21, 9
2016/12/13, 128, 64, 23, 57, 18, 8
2016/12/14, 136, 62, 22, 43, 12, 6
2016/12/15, 143, 56, 34, 35, 10, 5
2016/12/16, 117, 46, 36, 43, 12, 5
2016/12/17, 81, 49, 35, 55, 10, 7
2016/12/18, 102, 57, 29, 60, 11, 8
2016/12/19, 126, 67, 15, 79, 16, 13
2016/12/20, 148, 58, 32, 59, 11, 8
2016/12/21, 128, 55, 31, 58, 19, 8
2016/12/22, 109, 39, 36, 31, 8, 6
2016/12/23, 71, 41, 37, 30, 7, 5
2016/12/24, 79, 51, 25, 42, 9, 6
2016/12/25, 119, 54, 23, 47, 9, 7
2016/12/26, 128, 50, 21, 54, 13, 7
2016/12/27, 122, 42, 34, 34, 7, 5
2016/12/28, 95, 48, 24, 47, 10, 6
2016/12/29, 94, 45, 30, 46, 9, 5
2016/12/30, 91, 41, 27, 56, 10, 6
2016/12/31, 76, 48, 30, 51, 8, 6
2017/1/1, 103, 57, 38, 52, 10, 7
2017/1/2, 130, 66, 36, 61, 15, 7
2016/7/2, 69, 35, 40, 24, 12, 5
2016/7/3, 64, 41, 37, 37, 21, 6
2016/7/4, 95, 46, 30, 54, 32, 6
2016/7/5, 101, 42, 46, 37, 26, 6
2016/7/6, 91, 36, 24, 24, 20, 5
2016/7/7, 73, 52, 32, 37, 33, 5
2016/7/8, 92, 42, 27, 28, 24, 5
2016/7/9, 87, 35, 30, 26, 24, 4
2016/7/10, 57, 54, 86, 42, 31, 7
2016/7/11, 105, 46, 20, 32, 25, 5
2016/7/12, 96, 35, 27, 27, 21, 4
2016/7/13, 65, 46, 65, 40, 19, 7
2016/7/14, 96, 58, 64, 33, 13, 7
2016/7/15, 124, 38, 41, 26, 10, 4
2016/7/16, 66, 33, 24, 26, 12, 4
2016/7/17, 66, 42, 67, 25, 17, 5
2016/7/18, 87, 60, 74, 41, 23, 7
2016/7/19, 142, 49, 57, 28, 20, 5
2016/7/20, 104, 38, 40, 25, 16, 4
2016/7/21, 74, 33, 36, 24, 16, 4
2016/7/22, 67, 34, 35, 25, 14, 4
2016/7/23, 64, 40, 39, 30, 14, 4
2016/7/24, 67, 44, 38, 29, 13, 5
2016/7/25, 83, 48, 29, 34, 16, 6
2016/7/26, 95, 46, 34, 31, 10, 7
2016/7/27, 79, 43, 33, 24, 11, 7
2016/7/28, 69, 47, 45, 27, 10, 8
2016/7/29, 81, 50, 47, 32, 13, 7
2016/7/30, 92, 48, 52, 30, 15, 5
2016/7/31, 83, 50, 94, 37, 23, 5
2016/8/1, 112, 60, 82, 45, 28, 5
2016/8/2, 141, 51, 71, 40, 13, 5
2016/8/3, 114, 51, 42, 37, 17, 6
2016/8/4, 105, 48, 35, 25, 8, 5
2016/8/5, 94, 43, 32, 29, 11, 5
2016/8/6, 79, 44, 41, 29, 25, 4
2016/8/7, 86, 51, 45, 29, 18, 4
2016/8/8, 103, 60, 94, 46, 18, 5
2016/8/9, 139, 53, 54, 34, 8, 5
2016/8/10, 103, 46, 76, 40, 24, 5
2016/8/11, 82, 61, 126, 57, 31, 7
2016/8/12, 126, 67, 125, 60, 15, 7
2016/8/13, 151, 64, 114, 53, 18, 6
2016/8/14, 139, 56, 104, 34, 14, 5
2016/8/15, 129, 61, 78, 41, 18, 5
2016/8/16, 142, 55, 47, 36, 14, 5
2016/8/17, 102, 43, 61, 36, 10, 5
2016/8/18, 77, 42, 41, 30, 10, 4
2016/8/19, 71, 46, 46, 32, 13, 4
2016/8/20, 76, 44, 47, 32, 13, 4
2016/8/21, 75, 40, 37, 30, 10, 4
2016/8/22, 69, 43, 46, 29, 9, 4
2016/8/23, 75, 43, 34, 28, 9, 3
2016/8/24, 64, 39, 52, 34, 13, 4
2016/8/25, 66, 42, 48, 41, 17, 4
2016/8/26, 75, 45, 31, 32, 8, 5
2016/8/27, 84, 40, 35, 27, 9, 3
2016/8/28, 57, 26, 31, 26, 6, 3
2016/8/29, 52, 31, 32, 23, 4, 4
2016/8/30, 55, 50, 38, 31, 4, 5
2016/8/31, 75, 57, 86, 29, 8, 5
2016/9/1, 83, 61, 101, 46, 9, 5
2016/9/2, 120, 48, 60, 46, 11, 5
2016/9/3, 95, 44, 33, 45, 17, 5
2016/9/4, 90, 49, 29, 31, 17, 6
2016/9/5, 100, 42, 27, 33, 18, 5
2016/9/6, 86, 60, 39, 54, 24, 6
2016/9/7, 125, 70, 67, 56, 22, 7
2016/9/8, 155, 54, 80, 56, 17, 6
2016/9/9, 116, 56, 57, 47, 13, 6
2016/9/10, 124, 53, 38, 43, 11, 5
2016/9/11, 116, 40, 37, 30, 16, 4
2016/9/12, 73, 38, 34, 48, 7, 6
2016/9/13, 78, 39, 42, 45, 9, 6
2016/9/14, 69, 34, 41, 26, 10, 5
2016/9/15, 66, 40, 47, 27, 14, 4
2016/9/16, 75, 47, 48, 37, 22, 5
2016/9/17, 100, 34, 38, 25, 8, 4
2016/9/18, 67, 28, 38, 19, 7, 3
2016/9/19, 64, 35, 32, 19, 7, 3
2016/9/20, 59, 38, 36, 23, 6, 3
2016/9/21, 64, 50, 39, 36, 9, 5
2016/9/22, 100, 52, 35, 36, 10, 5
2016/9/23, 101, 47, 40, 37, 8, 5
2016/9/24, 90, 44, 40, 40, 16, 5
2016/9/25, 81, 40, 49, 39, 24, 4
2016/9/26, 76, 47, 25, 41, 27, 5
2016/9/27, 85, 55, 32, 40, 29, 6
2016/9/28, 108, 44, 32, 34, 14, 5
2016/9/29, 80, 36, 33, 34, 7, 5
2016/9/30, 62, 38, 25, 38, 9, 5
2016/10/1, 68, 46, 25, 42, 11, 6
2016/4/2, 166, 68, 50, 55, 20, 10
2016/4/3, 142, 51, 41, 41, 22, 8
2016/4/4, 126, 34, 41, 33, 9, 7
2016/4/5, 70, 53, 48, 51, 12, 8
2016/4/6, 115, 63, 74, 59, 18, 9
2016/4/7, 134, 31, 45, 44, 10, 7
2016/4/8, 83, 67, 48, 57, 15, 9
2016/4/9, 130, 86, 75, 70, 21, 10
2016/4/10, 142, 90, 65, 37, 14, 8
2016/4/11, 150, 50, 44, 28, 9, 6
2016/4/12, 95, 50, 45, 39, 13, 7
2016/4/13, 100, 45, 34, 52, 17, 8
2016/4/14, 99, 58, 48, 49, 13, 8
2016/4/15, 125, 57, 46, 31, 10, 7
2016/4/16, 103, 54, 47, 53, 16, 8
2016/4/17, 104, 44, 56, 16, 5, 6
2016/4/18, 85, 47, 50, 27, 9, 6
2016/4/19, 96, 50, 59, 36, 12, 6
2016/4/20, 106, 50, 61, 44, 13, 5
2016/4/21, 114, 39, 54, 39, 14, 6
2016/4/22, 95, 53, 52, 54, 14, 8
2016/4/23, 118, 124, 65, 59, 25, 8
2016/4/24, 171, 126, 99, 43, 15, 6
2016/4/25, 160, 78, 87, 48, 21, 6
2016/4/26, 118, 68, 64, 55, 16, 7
2016/4/27, 108, 35, 47, 26, 5, 5
2016/4/28, 83, 39, 46, 35, 7, 6
2016/4/29, 85, 48, 51, 44, 11, 6
2016/4/30, 89, 62, 77, 53, 14, 6
2016/5/1, 123, 56, 83, 40, 14, 6
2016/5/2, 104, 56, 41, 39, 15, 5
2016/5/3, 124, 45, 47, 24, 9, 5
2016/5/4, 81, 71, 64, 27, 11, 5
2016/5/5, 92, 54, 66, 41, 19, 7
2016/5/6, 99, 50, 60, 40, 21, 5
2016/5/7, 111, 106, 48, 30, 10, 6
2016/5/8, 151, 109, 58, 34, 14, 6
2016/5/9, 138, 76, 45, 50, 37, 6
2016/5/10, 134, 48, 45, 38, 17, 6
2016/5/11, 116, 36, 66, 37, 15, 5
2016/5/12, 85, 47, 58, 42, 14, 6
2016/5/13, 104, 46, 54, 36, 12, 6
2016/5/14, 102, 41, 49, 31, 13, 5
2016/5/15, 77, 43, 42, 30, 16, 5
2016/5/16, 97, 41, 45, 32, 10, 6
2016/5/17, 93, 56, 74, 53, 15, 6
2016/5/18, 104, 59, 71, 75, 27, 7
2016/5/19, 123, 51, 78, 73, 30, 6
2016/5/20, 102, 52, 68, 51, 17, 6
2016/5/21, 114, 53, 61, 52, 17, 6
2016/5/22, 110, 51, 73, 38, 21, 6
2016/5/23, 116, 64, 68, 61, 30, 7
2016/5/24, 132, 52, 48, 53, 16, 6
2016/5/25, 106, 57, 94, 59, 19, 7
2016/5/26, 127, 81, 108, 80, 22, 8
2016/5/27, 168, 80, 84, 71, 24, 7
2016/5/28, 158, 77, 85, 63, 25, 7
2016/5/29, 162, 55, 69, 54, 18, 6
2016/5/30, 127, 60, 88, 64, 25, 6
2016/5/31, 135, 73, 105, 68, 19, 7
2016/6/1, 155, 51, 74, 39, 12, 5
2016/6/2, 88, 36, 49, 38, 11, 4
2016/6/3, 69, 47, 80, 62, 13, 6
2016/6/4, 93, 48, 51, 52, 22, 5
2016/6/5, 97, 35, 56, 28, 9, 4
2016/6/6, 66, 41, 52, 33, 9, 4
